heb_name_parsed,code,area_id,label,time_notes
אלקנה,126,27,Elkana,One and a half minutes
הוד השרון,385,27,Hod HaSharon,One and a half minutes
נצרת עילית (נוף הגליל),927,34,Nazareth Illit,One minute
חגור,429,27,Hagor,One and a half minutes
עין גב,984,5,Ein Gev,15 Seconds
מעיליא,777,30,Mi'ilya,Immediately
ראשון לציון,6025,12,Rishon LeZion - West,One and a half minutes
אום אל פחם,27,13,Umm al-Fahm,One and a half minutes
טפחות,495,23,Tefahot,One minute
ניצן,896,19,Nitzan,45 Seconds
בענה,250,6,Bi'ina,30 Seconds
גבעת ישעיהו,302,24,Givat Ishayahu,One minute
פסוטה,1063,30,Fassuta,Immediately
רבבה,1142,10,Revava,One and a half minutes
עמיעד,1025,6,Amiad,30 Seconds
תלמי אליהו,1289,26,Talmei Eliyahu,15 Seconds
נען,922,12,Na'an,One and a half minutes
מחניים,736,6,Machanaim,30 Seconds
זרחיה,423,22,Zrahia,45 Seconds
צפרירים,1091,24,Tzafririm,One minute
נופך,875,21,Nofech,One and a half minutes
כפר סבא,638,27,Kfar Saba,One and a half minutes
סוסיא,941,17,Susya,One and a half minutes
פצאל,1065,3,Petza'el,One and a half minutes
קריית מוצקין,1124,11,Kiryat Motzkin,One minute
ברוש,259,16,Brosh,30 Seconds
תובל,1273,6,Tuval,30 Seconds
אלומות,103,7,Alumot,One minute
אביחיל,9,27,Avihail,One and a half minutes
תנובות,1297,27,Tnuvot,One and a half minutes
גן השומרון,334,15,Gan HaShomron,One and a half minutes
סולם,940,34,Sulam,One minute
מעלה חבר,783,17,Ma'ale Hever,One and a half minutes
דברת,361,34,Dovrat,One minute
תל קציר,1285,5,Tel Katzir,30 Seconds
נין,895,34,Nin,One minute
נופית,874,34,Nofit,One minute
גבת,312,34,Gvat,One minute
מרחב עם,809,9,Merhav Am,One and a half minutes
אחוזת ברק,81,34,Ahuzat Barak,One minute
באר שבע,6004,25,Beer Sheva - North,One minute
כנף,574,5,Kanaf,15 Seconds
תל חי,1279,30,Tel Hai,Immediately
אום אל-גנם,26,34,Umm al-Ghanam,One minute
רמות השבים,1168,27,Ramot HaShavim,One and a half minutes
כפר נטר,636,27,Kfar Netter,One and a half minutes
כפר האורנים,596,21,Kfar HaOranim,One and a half minutes
עין יעקב,1001,30,Ein Yacov,15 Seconds
בית הגדי,185,16,Beit HaGdi,30 Seconds
חולית,440,26,Holit,15 Seconds
בית רימון,226,23,Beit Rimon,One minute
בת הדר,267,19,Bat Hadar,30 Seconds
עץ אפרים,1034,27,Etz Ephraim,One and a half minutes
אביטל,1323,34,Yael Settlements,One minute
להבות חביבה,675,15,Lehavot Haviva,One and a half minutes
עמיחי,1347,10,Amihai,One and a half minutes
ביצרון,171,22,Bitzaron,One minute
דבורה,1327,34,Hever Settlements,One minute
ארבל,138,7,Arbel,One minute
חולדה,438,12,Hulda,One and a half minutes
נווה זוהר,860,18,Neveh Zohar,One and a half minutes
נבי סמואל,846,20,Nebi Samuel,One and a half minutes
גני עם,347,27,Ganei Am,One and a half minutes
אזור תעשייה שחורת,74,1,Shchoret Industrial Zone,30 Seconds
מודיעין - ישפרו סנטר,717,21,Modi'in - Ishpro Center,One and a half minutes
נווה ימין,864,27,Neveh Yamin,One and a half minutes
רמת השופט,1176,13,Ramat HaShofet,One and a half minutes
הר עמשא,404,17,Har Amsha,One and a half minutes
רטורנו - גבעת שמש,1159,24,Retorno - Givat Shesh,One and a half minutes
שלפים,1245,4,Shlafim,One minute
שריד,1267,34,Sarid,One minute
ערב אל עראמשה,1038,30,Arab al-Aramshe,Immediately
טנא עומרים,494,17,Teneh Omarim,One and a half minutes
כפר ביל''ו,585,12,Kfar Bilu,One and a half minutes
דלתון,375,30,Dalton,Immediately
נורדיה,877,27,Nordia,One and a half minutes
גבעת וושינגטון,295,22,Givat Washington,One minute
מירב,744,4,Merav,One minute
עין הנצי''ב,991,4,Ein HaNatziv,One minute
ראס עלי,1137,34,Ras Ali,One minute
דישון,372,30,Dishon,Immediately
בית חזון,196,27,Beit Hazon,One and a half minutes
חספין,463,5,Haspin,Immediately
תמרת,1296,34,Timrat,One minute
מטולה,738,30,Metulla,Immediately
חורשים,448,27,Horashim,One and a half minutes
חרשה,475,10,Horasha,One and a half minutes
טל מנשה,488,10,Tal Menashe,One and a half minutes
תל ערד,1377,9,Tel Arad,One and a half minutes
כפר ברוך,589,34,Kfar Baruch,One minute
חיפה,6014,15,Haifa - Kiryat Haim and Shmuel,One minute
עין תמר,1012,18,Ein Tamar,One and a half minutes
חוות ערנדל,435,29,Ardanel Ranch,One and a half minutes
שומריה,1226,17,Shomria,One minute
כפר הנשיא,601,6,Kfar HaNassi,30 Seconds
שדה יואב,1205,22,Sdeh Yoav,30 Seconds
אזור תעשייה שער בנימין,75,10,Sha'ar Binyamin Industrial Zone,One and a half minutes
יסודות,524,12,Yesodot,One and a half minutes
אלון מורה,106,10,Elon Moreh,One and a half minutes
כפר רופין,648,4,Kfar Ruppin,One minute
צרופה,1093,14,Tzrufa,One minute
גינתון,326,12,Ginaton,One and a half minutes
קליה,1111,18,Kalia,One and a half minutes
עזר,971,22,Ezer,45 Seconds
עתלית,1044,14,Atlit,One minute
הר-חלוץ,398,6,Har Chalutz,30 Seconds
טל-אל,487,6,Tal-El,30 Seconds
בית עזרא,220,22,Beit Ezra,45 Seconds
כיסרא סמיע,567,6,Kisra-Sumei,30 Seconds
אלעד,122,21,Elad,One and a half minutes
מקווה ישראל,806,8,Mikveh Israel,One and a half minutes
מגדל תפן,706,6,Migdal Tefen,30 Seconds
כפר שמריהו,652,8,Kfar Shmaryahu,One and a half minutes
לקיה,687,25,Lakiya,One minute
צופר,1079,29,Tzofar,One and a half minutes
נאות חובב,1345,25,Neot Hovav,One minute
אלוני הבשן,109,5,Alonei HaBashan,Immediately
עצמון - שגב,1035,23,Atzmon (Segev),One minute
כרמי צור,663,17,Karmei Tzur,One and a half minutes
מתתיהו,839,21,Matityahu,One and a half minutes
אלוני אבא,108,34,Alonei Abba,One minute
רביד,1145,7,Ravid,One minute
נוב,852,5,Nov,Immediately
עשרת,1043,22,Asseret,One minute
אבני חפץ,17,10,Avnei Hefetz,One and a half minutes
אבני איתן,16,5,Avnei Eitan,Immediately
ברור חיל,258,16,Bror Hayil,30 Seconds
מסלול,764,16,Maslul,30 Seconds
גנות,342,12,Ganot,One and a half minutes
פוריידיס,1055,14,Fureidis,One minute
,,,,
ריחן,1161,10,Reihan,One and a half minutes
מצפה יריחו,801,17,Mitzpeh Yericho,One and a half minutes
קריית ענבים,1127,24,Kiryat Anavim,One and a half minutes
אל רום,101,2,El Rom,Immediately
אייל,88,27,Eyal,One and a half minutes
תלמי ביל''ו,1291,16,Talmei Bilu,30 Seconds
בית חרות,200,27,Beit Herut,One and a half minutes
פוריה נווה עובד,1053,7,Poria - Neve Oved,One minute
סעייה-מולדה,720,9,Mulada - Sa'wa,One and a half minutes
נווה אטי''ב,856,2,Neveh Ativ,Immediately
סלמה,944,23,Salama,One minute
קרית אתא,1130,11,Kiryat Atta,One minute
עתניאל,1045,17,Otniel,One and a half minutes
עמוקה,1023,6,Amuka,30 Seconds
שקד,1263,10,Shaked,One and a half minutes
כפר עציון,643,17,Kfar Etzion,One and a half minutes
שמעה,1247,17,Shim'a,One and a half minutes
ניר עם,909,26,Sderot,15 Seconds
שתולה,1269,30,Shtula,Immediately
קדרון,1102,22,Kidron,One minute
סביון,937,8,Savyon,One and a half minutes
יבנאל,498,7,Yavne'el,One minute
ערד,1039,9,Arad,One and a half minutes
אשלים,151,9,Ashalim,One and a half minutes
בית עריף,222,21,Beit Arif,One and a half minutes
שלוחות,1242,4,Shluchot,One minute
בורגתה,168,27,Burgata,One and a half minutes
תל ציון,1284,10,Tel Zion,One and a half minutes
עין הבשור,987,26,Ein HaBsor,15 Seconds
עפרה,1033,10,Ofra,One and a half minutes
רמלה,1172,12,Ramla,One and a half minutes
אזור תעשייה עידן הנגב,63,25,Idan HaNegev Industrial Zone,45 Seconds
חוות גלעד,1366,10,Khavat Gil'ad,One and a half minutes
ספסופה - כפר חושן,953,6,Safsufa (Kfar Hoshen),30 Seconds
סואעד חמירה,939,34,Sawad Humeria,One minute
תחנת רכבת ראש העין,1351,27,Rosh HaAyin train station,One and a half minutes
נאות הכיכר,841,18,Neot HaKikar,One and a half minutes
אליקים,117,13,Elyakim,One and a half minutes
חבצלת השרון,426,27,Havatzelet HaSharon and Tzukei Yam,One and a half minutes
חצור הגלילית,468,6,Hatzor HaGlilit,30 Seconds
בית ניר,210,24,Beit Nir,One minute
מעגן מיכאל,770,15,Ma'agan Michael,One and a half minutes
אל פורעה,380,9,El Pura\r,One and a half minutes
בית מאיר,208,24,Beit Meir,One and a half minutes
עין השלושה,994,26,Ein HaShlosha,15 Seconds
פטיש,1057,16,Patish,30 Seconds
כסלון,576,24,Ksalon,One and a half minutes
דמיידה,376,23,Dmeide,One minute
יהוד-מונוסון,508,8,Yehud-Monosson,One and a half minutes
כפר הרא''ה,603,27,Kfar HaRoeh,One and a half minutes
גני תקווה,348,8,Ganei Tikva,One and a half minutes
רם און,1166,34,Ram On,One minute
גן הדרום,333,22,Gan HaDarom,One minute
ביתר עילית,232,17,Beitar Illit,One and a half minutes
אזור תעשייה הר טוב - צרעה,51,24,Har Tuv - Tzora Industrial Zone,One and a half minutes
כפר הרי''ף וצומת ראם,604,22,Kfar HaRif and Re'em Junction,One minute
הזורעים,389,7,HaZor'im,One minute
מכורה,749,3,Mekhora,One and a half minutes
חזון,449,23,Hazon,One minute
חירן,1373,9,Hiran,One and a half minutes
ראש צורים,1141,17,Rosh Tzurim,One and a half minutes
שדה אליעזר,1201,6,Sdeh Eliezer,30 Seconds
זרעית,424,30,Zarit,Immediately
שער מנשה,1257,15,Sha'ar Menashe,One and a half minutes
לפידות,686,6,Lapidot,30 Seconds
בני עי''ש,244,22,Bnei Ayish,One minute
מצפה שלם,804,18,Mitzpeh Shalem,One and a half minutes
יודפת,512,23,Yodfat,One minute
בית שאן,227,4,Beit She'an,One minute
בית שערים,229,34,Beit Shea'rim,One minute
אלישמע,119,27,Elishema,One and a half minutes
מגדל העמק,704,34,Migdal HaEmek,One minute
מישר,746,22,Meishar,One minute
גבעת שמואל,307,8,Givat Shmuel,One and a half minutes
כפר תבור,653,34,Kfar Tavor,One minute
שדה עוזיהו,1212,22,Sdeh Uziahu,45 Seconds
שובה,1311,26,Zimrat and Shuva,15 Seconds
איתן,96,22,Eitan,30 Seconds
בת עין,270,17,Bat Ayin,One and a half minutes
בת ים,266,8,Bat Yam,One and a half minutes
מנחת מחניים,757,6,Machanaim landing pad,30 Seconds
תומר,1274,3,Tomer,One and a half minutes
עלמה,1021,30,Alma,Immediately
בית יהושע,202,27,Beit Yehoshua,One and a half minutes
גליל ים,1310,8,Herzeliya - Glil Yam and Center,One and a half minutes
קצרין - אזור תעשייה,1117,5,Katzrin - Industrial Area,30 Seconds
דוב''ב,364,30,Dovev,Immediately
מיצר,743,5,Metzar,Immediately
ציפורי,1088,34,Tzippori,One minute
נעורים,919,27,Neurim,One and a half minutes
חניתה,461,30,Hanita,Immediately
אלון שבות,107,17,Alon Shvut,One and a half minutes
רחוב,1156,4,Rechov,One minute
חברון,427,17,Hebron,One and a half minutes
תלמי יפה,1294,19,Talmei Yaffe,30 Seconds
עמקה,1029,6,Amka,30 Seconds
מגרון,712,10,Migron,One and a half minutes
ג'דידה מכר,273,6,Jadeidi-Makr,30 Seconds
יתד,551,26,Yated,15 Seconds
רוויה,1150,4,Revaya,One minute
שער הגולן,1255,5,Sha'ar HaGolan,30 Seconds
שדמות דבורה,1219,34,Shadmot Dvora,One minute
מבואות יריחו,695,3,Mevuot Yericho,One and a half minutes
נחל עוז,880,26,Nachal Oz,15 Seconds
בית אריה-עופרים,179,10,Beit Arie,One and a half minutes
שיבולים,1235,16,Shibolim,30 Seconds
שחר,1233,22,Shachar,30 Seconds
שדה צבי,1213,16,Sdeh Zvi,30 Seconds
ערוגות,1040,22,Arugot,45 Seconds
עוצם,969,22,Otzem,30 Seconds
דורות,367,16,Dorot,30 Seconds
ניר אליהו,900,27,Nir Eliyahu,One and a half minutes
כפר חיים,612,27,Kfar Haim,One and a half minutes
מפלסים,793,26,Mefalsim,15 Seconds
גן חיים,335,27,Gan Haim,One and a half minutes
תרום,1306,24,Tarom,One and a half minutes
גזית,319,34,Gazit,One minute
ערב אל-נעים,1037,23,Arab al Na'im,30 Seconds
נהריה,851,30,Nahariya,15 Seconds
גשר,355,4,Gesher,One minute
מרכז ימי קיסריה,814,15,Caesarea Marine Center,One and a half minutes
כפר מל''ל,629,27,Kafr Misr,One and a half minutes
גבעות,287,17,Gvaot,One and a half minutes
זכריה,417,24,Zekharia,One minute
זבדיאל,412,22,Zavdiel,45 Seconds
עין השופט,993,13,Ein HaShofet,One and a half minutes
מנרה,758,30,Manara,Immediately
שמשית,1248,34,Shimshit,One minute
עין כמונים,1002,6,Ein Kamonim,30 Seconds
נגוהות,848,17,Negohot,One minute
בן זכאי,234,22,Ben Zakai,One minute
שדי חמד,1216,27,Sdei Hemed,One and a half minutes
יקיר,537,10,Yakir,One and a half minutes
קשת,1134,5,Keshet,Immediately
אזור תעשייה הדרומי אשקלון,50,19,Ashkelon Southern Industrial Zone,30 Seconds
רמת מגשימים,1180,5,Ramat Magshimim,Immediately
גפן,352,24,Geffen,One minute
נחם,884,24,Naham,One and a half minutes
אלעזר,123,17,Elazar,One and a half minutes
נווה איתן,858,4,Neveh Eitan,One minute
בית ינאי,204,27,Beit Yannai,One and a half minutes
סאסא,936,30,Sassa,Immediately
מכון וינגייט,748,27,Wingate Institute,One and a half minutes
מיטב,1324,34,Yael Settlements,One minute
נטע,891,17,Neta,One minute
כפר גדעון,590,34,Kfar Gidon,One minute
יערות הכרמל,529,14,Yearot HaCarmel,One minute
יעד,526,23,Ya'ad,One minute
מורן,729,23,Moran,One minute
ברקאי,263,15,Barkai,One and a half minutes
בחן,169,27,Bahan,One and a half minutes
פוריה כפר עבודה,1052,7,Poria - Kfar Avoda,One minute
ריחאנייה,1160,30,Rehaniya,Immediately
מירון,745,6,Meron,30 Seconds
חדרה,6010,15,Hadera - Neveh Haim,One and a half minutes
בית לחם הגלילית,207,34,Bethlehem of Galilee,One minute
פרי גן,1070,26,Pri Gan,15 Seconds
צוחר,1076,26,Tzohar and Ohad,15 Seconds
מלאה,1330,34,Mle'a,One minute
עין זיוון,996,2,Ein Zivan,Immediately
ניצנה,897,9,Nitzana,One minute
כרם מהר''ל,660,14,Kerem Maharal,One minute
ירכא,544,6,Yarka,30 Seconds
אזור תעשייה רגבים,71,15,Regavim Industrial Zone,One and a half minutes
אדוריים,1365,17,Adorayim,One and a half minutes
לוזית,678,24,Luzit,One minute
גבעת שפירא,308,27,Givat Shapira,One and a half minutes
נריה,928,10,Neria,One and a half minutes
שדמה,1218,22,Shdema,One minute
מתחם בני דרום,834,22,Bnei Darom Compound,45 Seconds
מנות,755,30,Manot,Immediately
כרמית,668,25,Carmit,One minute
נבטים,845,25,Nevatim,One and a half minutes
בית סוהר מגידו,213,13,Megiddo Prison,One and a half minutes
נופים,873,10,Nofim,One and a half minutes
יראון,540,30,Yir'on,Immediately
עגור,959,24,Agur,One minute
כדורי,555,34,Kadoorie,One minute
כיסופים,566,26,Kissufim,15 Seconds
ח'וואלד,425,34,Khawaled,One minute
נופי פרת,872,17,Nofei Prat,One and a half minutes
עדי עד,961,10,Adei Ad,One and a half minutes
כנות,573,22,Kannot,One minute
חצבה,466,29,Hatzeva,One and a half minutes
נוף איילון,870,21,Noff Ayalon,One and a half minutes
איתמר,95,10,Itamar,One and a half minutes
מצפה אילן,800,13,Mitzpeh Ilan,One and a half minutes
משאבי שדה,817,9,Mashabei Sadeh,One and a half minutes
גבע כרמל,286,14,Geva Carmel,One minute
אלפי מנשה,124,27,Alfei Menashe,One and a half minutes
משמר העמק,828,13,Mishmar HaEmek,One and a half minutes
להבות הבשן,674,30,Lehavot HaBashan,15 Seconds
מבועים,696,16,Mabu'im,30 Seconds
צור יצחק,1082,27,Tzur Itzhak,One and a half minutes
מחסיה,737,24,Mahsiya,One and a half minutes
בסמת טבעון,249,34,Basmat Tab'un,One minute
אזור תעשייה יקנעם עילית,54,13,Yokneam Illit Industrial Zone,One and a half minutes
להב,673,25,Lahav,45 Seconds
מועצה אזורית מבואות חרמון,1355,30,Mevo'ot Hermon Regional Council,Immediately
כפר נהר הירדן,634,7,Kfar Nehar HaYarden,One minute
אירוס,94,12,Irus,One and a half minutes
חשמונאים,477,21,Hashmonaim,One and a half minutes
מגדים,702,14,Megadim,One minute
רווחה,1149,22,Revacha,45 Seconds
פלמחים,1059,22,Palmachim,One and a half minutes
שרונה,1265,7,Sharona,One minute
כרמיאל,665,6,Karmiel,30 Seconds
שבי ציון,1194,6,Shavei Zion,30 Seconds
מעלות תרשיחא,790,30,Ma'a lot Tarshicha,Immediately
הודיה,386,19,Hodaya,30 Seconds
חוות עדן,434,4,Havat Eden,One minute
סנדלה,948,34,Sandala,One minute
בני דקלים,238,17,Bnei Dkalim,One minute
ואדי אל נעם,409,9,Wadi al-Na'am,One minute
אבו קרינאת,4,9,Abu Qrenat,One and a half minutes
בית סוהר השרון,212,27,HaSharon Prison,One and a half minutes
רומאנה,1152,23,Rumana,One minute
עמיעוז,1315,26,Mivtachim Amioz Yesha,15 Seconds
הזורע,1313,13,HaZoreah,One and a half minutes
רמת ישי,1179,34,Ramat Ishai,One minute
נווה אילן,857,24,Neveh Ilan,One and a half minutes
אזור תעשייה בני יהודה,45,5,Bnei Yehuda Industrial Zone,Immediately
עין שריד,1011,27,Ein Sarid,One and a half minutes
כפר ורבורג,606,22,Kfar Warburg,45 Seconds
צלפון,1089,24,Tzalfon,One and a half minutes
נצר חזני,924,12,Netzer Hazani,One and a half minutes
ניר בנים,901,22,Nir Banim,45 Seconds
עלי זהב,1020,10,Elei Zahav,One and a half minutes
מרחביה מושב,810,34,Merhavia Moshav,One minute
ניצנים,899,19,Nitzanim,30 Seconds
חרב לאת,470,27,Herev Le'Et,One and a half minutes
פוריה עילית,1054,7,Poria Illit,One minute
יגור,500,11,Yagur,One minute
תירוש,1278,24,Tirosh,One minute
כפר טבאש,616,34,Kafr Tabbash,One minute
מכמורת,750,27,Mikhmoret,One and a half minutes
עין צורים,1007,22,Ein Tzurim,45 Seconds
רומת אל הייב,1153,23,Rumat al-Heib,One minute
מעלה רחבעם,1375,17,Ma'ale Rehav'Am,One and a half minutes
אזור תעשייה צבאים,66,4,Zvaim Industrial Zone,One minute
גבע בנימין,285,10,Geva Binyamin,One and a half minutes
אמונים,127,22,Emunim,45 Seconds
עין הוד,988,14,Ein Hod,One minute
טמרה,492,23,Tamra,One minute
אור יהודה,33,8,Or Yehuda,One and a half minutes
גאליה,281,12,Ge'alya,One minute
כפר אחים,582,22,Kfar Achim,45 Seconds
אריאל,141,10,Ariel,One and a half minutes
האון,381,5,Ha'On,30 Seconds
קרני שומרון,1133,10,Karnei Shomron,One and a half minutes
תל יוסף,1280,34,Tel Yossef,One minute
גבעולים,1317,16,Maagalim,30 Seconds
פארק תעשיות פלמחים,1047,12,Palmachin Industrial Park,One and a half minutes
רחלים,1158,10,Rechelim,One and a half minutes
יצהר,534,10,Itzhar,One and a half minutes
ג'סר א-זרקא,276,15,Jisr az-Zarqa,One and a half minutes
גבעת עוז,306,13,Givat Oz,One and a half minutes
חוקוק,445,7,Hukok,One minute
בני דרור,240,27,Bnei Dror,One and a half minutes
זרזיר,422,34,Zarzir,One minute
גיתה,327,6,Gita,30 Seconds
אילת,93,1,Eilat,30 Seconds
הרצליה,6008,8,Herzeliya - West,One and a half minutes
משמר איילון,824,12,Mishmar Ayalon,One and a half minutes
גנות הדר,343,27,Ginot Hadar,One and a half minutes
איבים,1307,26,Sderot,15 Seconds
בית יצחק - שער חפר,205,27,Beit Yithak - Sha'ar Hefer,One and a half minutes
כעביה-טבאש-חג'אג'רה,1322,34,Ka'abiyye-Tabbash-Hajajre,One minute
טבריה,478,7,Tiberias,One minute
בית עוזיאל,219,12,Beit Uziel,One and a half minutes
מעלה החמישה,782,24,Ma'aleh HaHamisha,One and a half minutes
גורנות הגליל,318,30,Gornot HaGalil,Immediately
בית חגי,194,17,Beit Hagai,One and a half minutes
מזכרת בתיה,732,12,Mazkeret Batya,One and a half minutes
יעל,1340,34,Yael Settlements,One minute
אור הנר,32,26,Or HaNer,15 Seconds
אזור תעשייה חצור הגלילית,52,6,Hatzor HaGlilit Industrial Zone,30 Seconds
שדות ים,1214,15,Sdot Yam,One and a half minutes
יטבתה,517,29,Yotvata,One and a half minutes
כפר מסריק,632,6,Kfar Masaryk,30 Seconds
אבן יהודה,12,27,Even Yehuda,One and a half minutes
מצר,805,13,Metzer,One and a half minutes
שבי שומרון,1195,10,Shavei Shomron,One and a half minutes
בית גמליאל,183,22,Beit Gamliel,One minute
עזריה,973,12,Azaria,One and a half minutes
להבים,676,25,Lehavim,45 Seconds
בטחה,170,16,Bitha,45 Seconds
כפר קיש,646,34,Kfar Kish,One minute
אזור תעשייה מבוא כרמל,57,13,Mevo Carmel Industrial Zone,One and a half minutes
לפיד,685,21,Lapid,One and a half minutes
עזוז,970,9,Azuz,One and a half minutes
כפר חב''ד,610,12,Kfar Chabad,One and a half minutes
כפר חסידים א',614,11,Kfar Hassidim,One minute
כפר בלום,586,30,Kfar Blum,Immediately
בני ראם,246,22,Bnei Re'em,One minute
יבנה,499,22,Yavne,One minute
חנתון,462,23,Hanaton,One minute
מבוא דותן,691,10,Mevo Dotan,One and a half minutes
חוסן,442,30,Hossen,15 Seconds
לוחמי הגטאות,679,6,Lochamei HaGetaot,30 Seconds
כפר החורש,597,34,Kfar HaHoresh,One minute
כפר בן נון,587,12,Kfar Bin Nun,One and a half minutes
בית סוהר קישון,1380,14,Kishon Detention Center,One minute
חרמש,474,10,Hermesh,One and a half minutes
עין חרוד מאוחד,999,34,Ein Harod,One minute
כפר רות,649,21,Kfar Rut,One and a half minutes
כאבול,552,23,Kabul,One minute
מעגן,769,5,Ma'agan,30 Seconds
בית סוהר נפחא,214,9,Nafha Prison,One and a half minutes
קרית שמונה,1132,30,Kiryat Shmona,Immediately
נווה אור,855,4,Neveh Or,One minute
בית עלמין תל רגב,221,11,Tel Regev Cemetary,One minute
עין חרוד איחוד,1333,34,Ein Harod (Ihud),One minute
נס הרים,916,24,Ness Harim,One and a half minutes
הילה,392,30,Hila,Immediately
אניעם,132,5,Aniam,15 Seconds
בית שמש,228,24,Beit Shemesh,One and a half minutes
מרגליות,807,30,Margaliot,Immediately
מעלה אדומים,778,17,Ma'aleh Edomim,One and a half minutes
קריית טבעון - בית זייד,1121,34,Kiryat Tivon,One minute
משמר השבעה,829,12,Mishmar HaShiva,One and a half minutes
לימן,683,30,Lehman,Immediately
גבעת אבני,290,7,Giv'at Avni,One minute
ראש פינה,1140,6,Rosh Pinna,30 Seconds
דיר חנא,371,23,Deir Hanna,One minute
עלמון,1022,17,Almon,One and a half minutes
עמיר,1027,30,Amir,15 Seconds
לבנים,672,7,Livnim,One minute
הושעיה,388,34,Hoshaya,One minute